test_index,true_label,pred_label,confidence,text
14121,POSITIVE,NEGATIVE,0.9985,"Kazuo Komizu strikes again with ""Entrails of a Beautiful Woman"", the sequel to ""Entrails of a Virgin"". This time around the story is based around a psychologist (Megumi Ozawa) who decides to take on the Yakuza to avenge the suicide of a doped-up and raped patient that winds up on her doorstep one day. When she gets over her head and the Yakuza capture her, she learns their insidious plat of doping up girls and selling them into slavery. It apparently ends badly when she overdoses from the cocaine. But she soon melds with another body to be disposed of to becomedum, dum, dum  ""Super Slime Hermaphrodite Zord""! This he, she = it makes mince meat out of the yakuza and saves the daynot really.<br /><br />Well it is better than ""Entrails of a Virgin"", but not by much. Most of the film (a whopping 67 minutes) consists of rape and sex with fogging and the usual ho-hum stuff. Almost towards the end we finally get our gore groove on with a few cool sequence (like an Alien-inspired penis-monster through the stomach scene and a gooey asphyxiation) but it still suffers from a hyper low budget feel that makes it fun but can't elevate it from z-grade soft horror-core fare."
14122,POSITIVE,NEGATIVE,0.9966,"If they gave out awards for the most depraved and messed-up movies in the world, Japanese cinema would clean up: their exploitation cinema wipes the floor with most other contenders, the most extreme examples being absolutely jaw-dropping exercises in bad taste, nauseating gore, freakish weirdness, and misogynistic sex.<br /><br />Guts of a Beauty is a prime example of such whacked out filth, offering discerning viewers just over an hour of full-on debauchery and gratuitous violence topped off with some very insane J-splatter goodness.<br /><br />The film opens with a young woman named Yoshimi, whose search for her missing sister has led her into the hands of some nasty yakuza, who proceed to rape her and shoot her full of strong dope called Angel Rain. After the gangsters have finished having their fun with the poor woman, she manages to escape and flees to a nearby hospital where sexy psychologist Hiromi (Megumi Ozawa) attempts to help. However, the distraught and confused Yoshimi ends up throwing herself off the hospital roof, turning into a water melon as she hits the ground (at least that what it looked like to me!).<br /><br />Seeking to avenge Yoshimi's death, Hiromi lures Higashi, a member of the yakuza, to her office, and, whilst jacking him off, hypnotises him into attacking his fellow gang members. After Higashi goes slash happy with a knife in the yakuza HQ, he is severely beaten and stabbed, forced to tell of his meeting with Hiromi, and then hacked into itty bitty pieces.<br /><br />The psychologist is then captured by the gang, subjected to a spot of forced buggery (whilst simultaneously being forced to give head to a yakuza slut), and injected with Angel Rainafter which she promptly carks it. The gangsters then plonk her body in the boot of their car, along with the remains of Higashi, ready for disposal.<br /><br />Before they can ditch the corpses, however, the super dope has an unexpected effect on Hiromi: she returns from the dead as a hermaphroditic monster with a toothy penis and a ravenous gash, and, hellbent on revenge, sets about killing the yakuza one-by-one; this leads to some memorable scenes of outrageously gory splatter, including a messy head squish, a man being suffocated by the monster's oozing vagina, and a woman being screwed to death by its giant, gnashing phallus.<br /><br />As you can most likely tell from the above synopsis, this is some crazy, screwed up stuff, and probably not to the taste of most sane people, but for those weirdos who have long tired of mainstream cinema and are already well versed in Asian excess, Guts Of A Beauty should prove to be delightfully diverting and deviant fun.<br /><br />7.5 out of 10, rounded up to 8 for IMDb."
14132,POSITIVE,NEGATIVE,0.9976,"There's nothing much to the story. A young woman steals some money from the dreary Vermont supermarket where she works, decides to run away to Florida where he has dreams of attending school with her friend Julie, and encounters an odd couple on the highway. If you remember the elderly couple from ""Rosemary's Baby,"" you have some idea of what these two are like. Bill has a comical face and is retired from the Army. Sandra is an ex stripper now become a truckstop whore, although we don't find this out at once. They're affectionate, helpful, and full of common sense.<br /><br />They more or less adopt the girl, Alice, and promise to give her a ride in their elaborate RV, although they are not driving ""directly"" to Florida.<br /><br />This is where the film could have gone one-hundred-percent wrong. All the film makers had to do was turn the elderly couple into the personification of evil. They would take the virginal Alice (handcuffed to the bed or whatever) and sell her body to any greaseball driver who has a lot of money and likes rough sex. (Alice would have had a heck of a time escaping, with lots of aborted attempts, before the final shootout.) But, no. The couple really IS pretty nice, and Alice is far from virginal. Alice overhears Sandra with a customer, asks about the business, and tries to turn a trick on her own. Bill prevents anything from happening and insists she do the job right if she's going to do it at all. They don't talk her into it. They guide her.<br /><br />Alice makes several hundred dollars, which is several hundred dollars more than she had when she met the couple. Bill and Sandra keep her money in the safe where customers aren't going to find it. Alice misunderstands. She doesn't find whoring very pleasant work, and she thinks she'll never be paid off because every time she asks to be dropped off, Sandra responds with, ""What? Not here, honey. Not in the middle of nowhere."" However, after she is talked into handing her gun over to Sandra, the couple give her the money she wants and rather lovingly release her to continue her trip to Florida.<br /><br />You know what I found the most tragic moment in the film? It had nothing to do with prostitution or thievery. Alice has been expecting to room with her friend Julie after she arrives in Miami. Julie is after all a legitimate student. But when Alice calls her friend from someplace in Alabama to assure her she's on her way but will be late, Julie hesitates and says, ""Well -- my mother doesn't think you should room with us. And to tell you the truth, my roommate isn't cool on it either. I invited you down, sure, but I thought it was just like a visit for a week or something. Go back to Milford, Alice"" There is a long silence before Alice hangs up.<br /><br />Only one shot is fired (a few white frames of film) and no one is hit. Tears appear only once. Nobody slugs anybody else. No car explodes in a fireball. No cop chases them down the Interstate.<br /><br />The direction is occasionally clumsy. Too much cross-cutting between Sandra trying to disarm Alice and Alice's hand holding the wobbling pistol. There is hardly any musical score. There is brief male and female nudity and it's awkward, as it's probably supposed to be. Alice isn't unattractive but she is not babalicious either. She sports Asiatic eyes, a kind of robust version of Molly Parker. The cinematography looks cheap and the colors are washed out. The direction is a straightforward narrative, with a few illuminating flashbacks. Nothing is wasted. And it was all evidently shot around Danbury, Connecticut. The city sticks in my mind because I drove through it after one of its floods and remember the cars caked with a film of mud all the way up to the door handles.<br /><br />I don't know exactly What Alice Found. (I dread even THINKING that the answer to the riddle is that ""she found herself."") The acting isn't bad at all. Judith Ivey is better than that. It's definitely worth seeing, a quiet, orderly film that treats the audience like adults."
14157,POSITIVE,NEGATIVE,0.9811,"Rachel and Chuck Yoman (Valerie Harper, Gerald McRaney), decided the city is too busy and dangerous for their family, so they packed up their reluctant son (Gregory Togel) and daughter (Tammy Lauren) and moved back to a lake like the one Rachel lived at as a child.<br /><br />They say you can not go home again but this is an ideal rural home with what at first seems like a Mayberry feel. Later the residence seems to be more like the people in Deliverance. Soon bodies start turning up and everybody looks suspect with the exception of a few friendly faces. This does not keep the family from enjoying running around and messing around in the woods.<br /><br />We find that they have to be super ignorant to find the secrets and not tell anyone until they get ax-cepted as the antagonists. <br /><br />Can the ignored young Stevie save his parents or will their pursuer(s) put his/her foot in it?<br /><br />This film is more than most parodies as it was played with strait faces. They could not have chosen better actors and Daryl Anderson was exceptionally creepy. An added plus is that they let us know what is happening before the characters find out, instead of pulling a clue out of the hat after the fact. Anyway this made for TV movie is good for a few laughs."
14164,POSITIVE,NEGATIVE,0.8754,"Like Margot in ""Fear of Fear"" falls victim of her ambitious husband, like Fox in ""Fox and his friends"" is driven into suicide by his boyfriend who took all his money away, like Xaverl Bolwieser in ""The Stationsmaster's Wife"" who goes to prison in order to give his cheating wife a chance to get rid of him, like Hermann Hermann who seeks refuge in insanity in order to flee his stupid wife and bankrupt company, so also Hans Epp is a victim of the German ""Wirtschaftswunder""-Society after World War II in R.W. Fassbinder's ""The Merchant of the Four Seasons"". Simply from the fact that Fassbinder played through social abuse between men and women as well as between hetero- and homosexual couples, it should be clear that he does not favorize any sex.<br /><br />In Hans Epp's case there are the women who drive him into despair, illness and finally death. When he comes back from the Foreign Legion where he flew because he could not stand anymore the pressure of his mother, she complains that he is still alive while the good boy from her neighbor had been killed. Then Hans gets a job as a policeman, but is surprised by his foreman while he is seduced by a prostitute. After having lost his job, he works as a fruit-merchant with little income, going from backyard to backyard ""crying out"" his produce. His mother, one of his sisters and her husband are ashamed to have such a ""street-worker"" in their family. ""The love of his life"" (she has no name in the movie) refuses to marry him because his job does not fit together with her social status and origin. So he marries Irmgard whom he does not love and who does not love him. From her constant pressure on him he flees into drinking. One evening, after his wife was stalking him, he explodes and hits her. She flees to her family for which this event was just what they have been waiting for. When Irmgard is calling a lawyer for divorce, Hans suffers a heart attack. Imrgard decides to stay with him, but from now on, he is not allowed anymore to do heavy work and to drink alcohol. So he starts to feel more and more superfluous, gets quieter and quieter and more and more depressive. When he finds out that Irmgard cheats him, he chooses to end his life, but not like Hermann Hermann by having a trip into the light of madness, but he drinks himself to death in front of Imrgard, their little daughter and his boozing buddies. Fassbinder said in an interview that Hans knew what he was doing. The question, however is: Did Hans just kill himself because he could not stand anymore his miserable environment, or did he make self-justice?"
14176,POSITIVE,NEGATIVE,0.9595,"'Identity . . . . I am part of my surroundings and I became separate from them and it's being able to make those differentiations clearly that lets us have an identity and what's inside our identity is everything that's ever happened to us' (Ntozake Shange qtd in ""Fires in the Mirror"").<br /><br />Pieces like Decalogue V used to intimidate me. I felt that if I accepted them, than I would be compromising something. What I thought before really isn't worth getting into. I understand what Naturalism is trying to say. I experienced a tangible katharsis, and one that fell into existence piecemeal, and one that's still alive, that I still have to reckon with. It's still working inside me. <br /><br />The film wasn't sympathetic, per se. It doesn't need to say that the death penalty is a wicked thing. There are certainly wicked people; whether or not they should die is for another film. What Decalogue shows is that good, beautiful people exists who kill other people when their society and primal urges jack them up. <br /><br />The 'science' of naturalism is what has helped me to appreciate Decalogue V. It's not worth the writing space to go into why I would not let myself before, but I see now the worth in making art like this to 'make' people, or perhaps to make people do something. <br /><br />There's a method to Lazar's compromise of his . . . light. Much of that meaning makes sense only in retrospect. This should not be too strange of an idea: after all, how much of respectable science does not gain meaning in retrospect. I wince when I say it, but Naturalism seems so much more productive and so much less nihilistic when I have the power to say to myself, 'this ruin, this process, this natural process, makes me want to buck the system.' <br /><br />I do not think Naturalism is painting a doomsday portrait of humanity, telling us to give up our powdered wigs and head to the woods. Instead, I think that it is cataloging proofs and experiments, that we are, of course, free to ignore. We can ignore it all we want, if we want to give the Naturalists more corpses to bury. <br /><br />For surely, despite their aesthetic specifically designed without sympathy towards their characters' likely and catastrophic fate, they are impassioned by readerly inaction and writerly snobisme. I do see the delightful risk in the hope that the audience will understand what's to be done with what they see. As has been mentioned, there's danger in the hopeless seeing their fate immortalized in stone. There's danger in the hopeful disparaging the Natural because it doesn't correspond to their world view.<br /><br />And I don't think that the 'hopeful' need be either wealthy or fortunate. I have not seen it, but it seems that the film American Beauty proves the inadequacy of circumstance as a provider of vision or comfort. There are ascetics as well as gluttons as well as beggars who wonder where within themselves their humanity is, who grieve because they can't find anything that separates them from their landscape. <br /><br />Landscapes can be powerfully and beautifully portrayed, but in reality, landscapes do not enact. They change, sure, and dramatically, but only by a large set of Natural law which no one truly have power over. But it cannot be changed itself."
14210,POSITIVE,NEGATIVE,0.9934,"While Disney have been THE animation studio for the past 70 years, there have always been rivals to their supremacy. When this review was written in 2009, for example, companies like Dreamworks and (to a lesser extent) Warner Brothers and Ardman, were bringing out animated movies that could be said to challenge the Disney dominance. Back in the beginning, in that late '30s and early '40s heyday when Disney was serving cinematic banquets like Snow White, Dumbo and Fantasia, the competition was provided by brothers Dave and Max Fleischer. Despite releasing two very commendable films, they never quite cornered the market  many attribute their downfall to the commercial failure of Mr Bug Goes To Town, released the same week as the attack on Pearl Harbour (which gave the American public something more significant to think about than going to the cinema to watch a cartoon!) That this film has faded into relative obscurity is a travesty.<br /><br />In a patch of overgrown garden in the city a bunch of bugs are in dire danger. Humans use the land as a shortcut, discarding litter and cigars, and other hazards, right on top of the bugs' homes as they go. Honey-shop owner Mr Bumble (voiced by Jack Mercer) fears that the future is bleak, and wonders how he will ever be able to raise his daughter Honey (voiced by Pauline Loth) in more secure surroundings. A highly unscrupulous creature, Bagley C. Beetle (voiced by Tedd Pierce), offers to provide her a safer place to live if she will accept his hand in marriage, but Honey is much more interested in her childhood sweetheart, the perennially cheerful and optimistic Hoppity (voiced by Stan Freed). Hoppity believes that everything is about to be resolved for the better, but is left looking foolish when Bagley Beetle and his pair of comical sidekicks manipulate the crisis to their own devious end. Only at the very end, as their patch becomes the foundation for a huge new skyscraper, do the bugs switch loyalty back to Hoppity as they look to him to lead them a new, safe home away from the destructive influence of humans.<br /><br />What really works in this film is the delightful characterisation  all the bugs are cleverly developed and designed for maximum audience appeal. The bumbling villains Swat the fly and Smack the mosquito (hilarious names, if you stop to think about it) are particularly memorable. Equally admirable is the storytelling drive  even the youngest of children can enjoy this story, while at the same time it skillfully conveys a message for older audiences about the way human carelessness can impact upon the survival of wildlife. Time has inevitably dated some aspects of the film, and when viewing it the audience needs to accept (and forgive) these occasional signs of general age and wear. But on the whole Mr Bug Goes To Town is an accomplished, funny and very slickly presented animation with a worthy message to boot."
14244,POSITIVE,NEGATIVE,0.956,"If (as I just pointed out in THE GOAT) Keaton is following the tradition of the comics finding themselves at odds with the law, this Langdon short (the last released before he did TRAMP, TRAMP, TRAMP) was based on another comic ploy - being married to a shrewish spouse, and trying to get away for some secret two-timing dating. Laurel & Hardy did this in several films, as did Fields, and Chaplin. <br /><br />I have a problem with it - why do these characters always marry such nasty women? And there is an interesting sociological side issue - why don't you find female comics married to male counterparts to these shrews? I can't recall any, except in a Carol Burnett skit, where the two nastier members of two couples discover that they prefer having someone give it back as good as they get (a kind of mutual sado-masochism, but also reassurance that their not married to a namby-pamby type). As for the fact that the comics do marry shrews, I suppose one can imagine they get what they deserve. Or do they? Ollie really deserves a wife who throws pots and dishes at him? Yeah he went to that convention in SONS OF THE DESERT that ruined her plans, but he wanted to get some private time - there is nothing suggesting he and Stan cheated on their wives. Actually he is creamed by Mae Busch because he lied to her while Stan collapsed and told the truth to his wife.<br /><br />Here Harry's wife (Alice Ward) is shown at the start talking to her mother about how she keeps him under strict control. We see Harry at his job (it is Saturday morning, and the job ends at noon for the rest of the weekend - this was before the idea of a five - day a week, 40 hour a week job in industry). He works in a foundry where he hits red hot metal into shape (an early joke about Langdon - he is a small, light man, not the muscular type to swing a sledge hammer). He just misses his streetcar trying to give a man a light. He calls home to explain things and gets an earful from the missus for being two minutes late. <br /><br />On the way home Harry meets his pal Steve (Vernon Dent) who has met two nice, sweet girls who would just love to have a date. Harry is hesitant but agrees to it after talking to the girl (he agrees to pay for the hot-dogs for the foursome - he has a 1926 silver half dollar in his pocket). But his plans seem derailed when his wife discovers his hidden ""cache"" of coins. He keeps it hidden under the living room rug, and finds it by walking along the edge of the rug. But his wife spies on him, and confiscates all of it. Later she overhears him talking to himself and berating her. In contempt she gives him back a dime and says he can treat his date to a soda.<br /><br />But Harry has a second cache of coins, and dresses up for the date - and goes out. He and Dent are apparently late, and Dent blames Harry, but Harry tries to make it up to him: he produces two prostitutes. They get into a quarrel when Dent (wisely) says they are not the type of girls he'd term as ""nice"". Eventually the girls do show up and the date begins. But soon Harry is hiding in the rumble seat, as his wife drives past in her roadster, and the girls boy friends turn up - angry at their two rivals.<br /><br />The short works well and is amusing, and gives one a better idea of the persona that Harry Langdon developed in his brief stardom as a comic master. He is constantly put upon by others. He misses his streetcar because some stranger keeps asking for a smoke and a light, and in the end the stranger gets his own. The nice girl who is Harry's date has a little dog who chases him away. He rests between two cars that both start driving away and he ends up wrapped around a pole. It certainly demonstrates that Langdon had his screen persona down pat by the time that he made his features. If only he could have kept the complex whole together beyond those three first features."
14247,POSITIVE,NEGATIVE,0.9398,"As talk-shows go, Larry King Live is not bad, and since he occasionally gets good guests, it's a show to turn on once in awhile, but not compulsively. When Bill Maher, Carl Bernstein, a former president, or other substantive guests sit across from him, it's not too bad. Other times, he tends to host guests involved in the latest celebrity scandal which contributes absolutely no intelligent information to the country and feeds a largely uneducated public that wants to hear the latest gossip about movie and TV stars. During the OJ Simpson trial, it seemed like every other guest on his show was related to the case. But is this really journalism? Or the National Enquirer on the tube? Sometimes, it comes off a little bit like trash television--Jerry Springer in a sit down interview with phone calls instead of a live audience.<br /><br />On the other side, King's show is definitely much better than Bill O'Reilly whose show is nothing more than a rightest-political platform of the Rush Limbaugh variety. That said, Larry King is not a bad interviewer, but alas, he is not a great one. King does not always come off like he completely comprehends when intellectual material is being presented, especially if it is by a scholar or historian with a new book on subtle aspects of politics. Always seems like the minute King can't quite deal with the issue at hand, that's when he turns to the phone calls, maybe hoping someone out in the country will have a better question than he has. He might interview someone like David Gergen, but may not have read any of his books. Sort of like the movie producer that never bothers to read the script.<br /><br />When it's an entertainment celebrity, no problem. He can come off like he's thoroughly knowledgeable since the material is not that substantive anyway. Talking to Elizabeth Taylor about her relationship with Richard Burton is not exactly rocket science. And I notice he usually has seen the star's latest movie. Watching a movie takes much less time and contemplation than reading a book. However, if it's the likes of John Dean or Bob Woodward, King comes off a little like he didn't quite finish his homework. So off to the phones.<br /><br />If you are looking for real in-depth interviewing, Terry Gross of NPR is probably the best interviewer in the United States. She reads and/or researches everything written by or about her guests beforehand and has a working knowledge of those areas. I don't see King quite doing that. Granted, he probably has an audience 1000 times larger than Terry Gross, which may say more about the American audience than King. In short, Larry is better than Bill but not as good as Terry."
14256,POSITIVE,NEGATIVE,0.9874,this movie is not as bad as some say it is infact i think it`s more enjoyable than the original . maybe that`s why some people hate it as much cos they dont want to admit it`s a good (not great) movie.<br /><br />most if not all fx were done by C.G.I which i didn`t mind at all cos it was an enjoyable movie. Phil Buckman - (Chris) was in my opinion the best guy in the movie Julie Delpy was rather attractive she brought the sexiness to the movie.<br /><br />there were a lot of wisecracks in the movie which i thought were good. this movie is in my collection but the original is not because i dont like it as much as this one. i was not bored when i watched this movie it kept me watching unlike some horror movies i could mention like oh say = driller killer & suspiria (dario argento`s movie) thats to name but two.<br /><br />this is an ok werewolf film it should be in people`s collection if they like werewolf movies maybe i`ll get the original at some point maybe. i have only one complaint and that is Phil Buckman - (Chris) should have been in it more than he was but apart from that the movie was fine.<br /><br />rating for this movie 8/10 an ok werewolf movie not the worst one out there.<br /><br />
14287,POSITIVE,NEGATIVE,0.797,"After seeing NAKED CITY and NIGHT AND THE CITY (which is still my favorite Dassin) I was more than excited to watch his ""Masterpiece"" (O-Word Criterion) RIFIFI.<br /><br />Now i am a little bit disappointed about the story.<br /><br />So I have at least these five questions in my mind:<br /><br />1. In the final Countdown Louis Grutter shot from the inside a house the main Character Tony le Stéphanois. He couldn't know if he is still alive or not, but he didn't care about it and ran directly after it outside the house (with the money) to reach his car. So of course Tony wasn't dead and shot him. BIG QUESTIONMARK.<br /><br />2. In another important scene the specialist in safes Cesar gave directly after the robbery as a present a diamond ring (which was a part of the robbery) a Woman which was working for Louis Grutter in a night bar. Stupid, because before this character wasn't THAT stupid. And of course Louis knew directly that Tony planned the jewel robbery. SMALL QUESTIONMARK.<br /><br />3.After the Gangsters behind Louis Grutter murder Mario Ferrati and his wife,Tony and his best friend Joe planned a revenge against Louis gang. At the same time they don't care for the security of Joe's wife and his five years old child. Of course Louis gang kidnapped the son. CHEAP and SIMPLE.<br /><br />4. The perfect heist: Of course this is the best 30min. long scene in the whole Plot, without any word spoken in the whole time, but was this a perfect heist?? Comparing with other movies which handle with this theme i could only smile when for example Tony was taken a fire-extinguisher to banned the alarm. Also too SIMPLE.<br /><br />5. The Grutter gang went to the house of Mario, because they knew (however....) the jewels will be there. Then they murder Mario and his Wife. And then? They are not searching for it! NO. They ran directly out of the apartment. And more. They not observing the apartment after it so Tony can go after a while (which was the same day) inside to take the jewels. BIG QUESTIONMARK.<br /><br />Over all: it's a good movie. Because of the brilliant 30min silent heist scene. Because of the very good cut (The end scene in the car through Paris is stunning) . Because of a very good actor called Jean Servais. Because of this Black/White fever you will get while watching it. Because of some other reasons too other user wrote about, but please don't tell me this is a stunning story."
14296,POSITIVE,NEGATIVE,0.6411,"What a trip down memory lane.<br /><br />Do not look for great acting, believable plot lines, or anything resembling a quality movie.<br /><br />This is pure blaxploitation at it's finest. Outrageous outfits, unrepeatable dialog, objectification of women, and the sleaziest cops you can imagine.<br /><br />This vanity piece by the ""Godfather of Rap,"" Rudy Ray Moore, who left us for good last week is the standard by which all blaxploitation is measured.<br /><br />You not only see blaxploitation at it's finest, but get glimpses of his comedy genius, and see why his records were kept under the counter."
14300,POSITIVE,NEGATIVE,0.9862,"A blaxploitation classic, this movie was terribly influential in rap music for the ""toasts"" that Rudy Ray Moore performs. Toasts are long rhyming stories that are funny and deliver a point, and you can see how they would naturally evolve into rap. For more on toasts, Rudy Ray Moore, and why this movie is important, go to Dolemite.com.<br /><br />Which leaves us just to talk about the movie itself. This movie packs in a great deal of ""laugh-at-the-funny-outfits-and-hairstyles"" bang for the buck, as nearly every shot has some sort of outrageous element or dialogue. It starts as Dolemite is being released from prison in order to find out who framed him and bring him to justice. I was unaware that prisons release people so they can prove their own innocence, but that's me, I'm a neophyte in the prison scene. He is helped in this by Queen Bee, who is Dolemite's lead prostitute and has been running his brothel while he's been gone. She has also put all of his prostitutes through karate school, so now he has an army of female karate fighters.<br /><br />I watched this movie in two parts, which is usually a mistake, but in this case it provided an interesting contrast. The first part I watched on my lunch break while exercising, and wasn't enjoying it much at all. It struck me as particularly poorly made blaxploitation, with a ludicrous story, shoddy craftsmanshipwell, I guess that makes it sound like it had SOME craftsmanshipand tons of outrageous locales, outfits and dialogue. But I wasn't enjoying thatin fact, it kind of made me feel dirty. Let's face it, a white guy watching something like this to laugh at the outfits and the things the characters say is essentially getting an enjoyment out of it that is racist: how ridiculously those black people dress, what silly things they say. I wasn't really enjoying it, wasn't laughing, and wasn't looking forward to watching the rest.<br /><br />Later that night, when I was in a ""much more relaxed state,"" I watched the restand legitimately loved it. Like Disco Godfather, which I had watched a few days previously, this has a warmth and sweetness at its core that makes it likable even when it's silly or violent. The character of Dolemite has an element of self-parody about him that makes the whole thing fun, and the appearance of several actors who were also in Disco Godfather implies that we're watching the group effort of a bunch of friends who just want to make something fun together. Even the poor dubbing, karate fights, and everything else just makes it that much more charming.<br /><br />What I find interesting about the Dolemite films is that they have some moral ambiguity I don't see in other blaxploitation films, and certainly in very few mainstream films. In this one, there is an African-American woman who gives a speech about the (white) Mayor, saying ""he has done more for the black community than anyone."" We later find out that the Mayor is, surprise, corrupt, but I like that the movie would present this woman as essentially misguided and not try to ""redeem"" her in some other way. There's also the figure of the Hamburger Pimp, who is presented as a useless junkie, and no one makes an effort to find some redeeming, socially positive angle to what he is, he just is. In Disco Godfather the religious character Lady Reed plays is presented as just nuts for wanting to pray for her child, hopelessly lost to angel dust. I like that the films would present such harshly critical portrayals of people in their own community without sugar-coating or trying to redeem them to make them more palatable.<br /><br />There are a lot of hootworthy elements, such as when Dolemite says ""Move over and let me pass, or I'm gonna be pulling these Hush Puppies out your muthatf** a**."" There is Queen Bee reaching over and answering the phone: ""Dolemite's Total Experience."" And you will not be able to miss (though you may wish to cover your eyes) the extended nude scene by the REPULSIVE Mayor. I am all for mustachioed pervy older men, but even I have limits-and my limits are usually a few miles past most people's, so be warned. The DVD I had is clearly edited, which is noticeable in certain of the dialogue scenes, and at the end, when Dolemite's killing of a major character with his bare hands obviously excludes the main event.<br /><br />If you do get the DVD, however, be sure to watch all three trailers for the Dolemite films, as they are a hoot. I wasn't going to watch The Human Tornado, but after seeing that trailer, you'd better BELIEVE that I am. Also, there is a scene in the Dolemite trailer that I don't remember from the movie when Dolemite swings at a Mexican-looking thug, obviously misses, and the guy flips himself into a nearby car trunk.<br /><br />After watching the first half, I was going to say to skip this and watch Disco Godfather, as the film-making and story has marginally improved, but after really enjoying the second half, I would advise watching this one over Disco Godfather, as this one is even more exuberantly fun, outrageous, and good-naturedand has those toasts which, even if one doesn't understand the roots and nuances of the form, are still something to see.<br /><br />--- Check out other reviews on my website of bad and cheesy movies, Cinema de Merde, cinemademerde.com"
14305,POSITIVE,NEGATIVE,0.9827,"Of course, seeing a few boom mikes doesn't mean anything, does it? Lord, Rudy Ray Moore and D'Urville Martin really put this one together didn't they? I laughed a lot, as often happens in these types of movies, but I don't know what I was supposed to laugh at because I laughed at so many other things. I am not saying the movie was bad, but I will say that a little more editing would have done wonders. I am a huge fan of Blaxploitation, so I don't think that it was horrid, but I know that ""The Human Tornado"" was several times better than this. I think that those who can make it through this movie might need a Colt 45 or two afterward. I mean, it really helps you to not notice the boom mikes when you watch it again."
14310,POSITIVE,NEGATIVE,0.9991,"This movie is all about blaxploitation, there is absolutely no plot at all. A pimp stops some bad guys with his kung fu hoes to try to get his nightclub back. Rated R for Strong Language, and a brief sexual situation."
14311,POSITIVE,NEGATIVE,0.9637,"The various Law & Order and CSI franchises had better be glad Dolomite doesn't pass through. The lady cops,ADAs,and coroners would all be enthralled and the males be subject to such soul shivering,badge melting warp speed kicks ( Wouldn't you just love to see David Caruso's Horatio and that know it all on CSI get Dolomite's Hush Puppies pulled from their respective asses)Ice T might start crying and get back on the Playa Trail.<br /><br />Low low budget,bad but enthusiastic acting,and a vision at what gutbucket nightclubs offered to its patrons;funk bands soul singers,the last vestiges of old style Chitlin Circuit entertainers( that weirdling dance troupe)James Brown,Wilson Pickett,Otis Redding,and a host of others came from those clubs to glory, while their peers labored on in local or regional stardom. Rudy Ray Moore came from that background and the character of Dolomite is a mix of the bold Black badasses who strutted through. He shouldn't have went to the joint, the swine didn't have a warrant, how his middle aged ,blubbery self maintained a loyal stable of kung fu wenches is a mystery only a student of cults can explain, but all that is beside the point. It's a glorious home movie of a legendary performer that compared to the mirrors of actors ranging from Established Hollywood to indie film snorefests,hits its mark. A fun dumb movie!"
14316,POSITIVE,NEGATIVE,0.9604,"If you watch this movie you'll be quoting it and referring to it for a long time to come. It's been years since I saw Dolemite and I still quote it to this day. It's a true classic. It is so mind-numbingly awful that it makes a hilarious view. Every terrible line of dialogue is totally amazing. Every wobbly shot a work of art(?). And every punch and kick so woefully executed. You won't believe your eyes. It's all I can say. If I really get into how mesmerizing this movie is I won't be able to stop and I'll go way over the IMDb 1000-word limit.<br /><br />Please, please watch this movie. You'll be in hysterics. Either 1/10 or 10/10, depending on your sense of humor."
14317,POSITIVE,NEGATIVE,0.9992,"I find this film meretricious, tentative, lethargic, and skillfully a bad choice of entertainment on celluloid. But I admire the courage to throw away a script, turn the camera on, and act a fool. I find the inauspiciously performances, lighting, cinematography, sound, and whatever film school laws D' Urville Martin broke funny. Speaking from a film directors perspective there is times I just want to drop everything and have fun on the set. This film looks like fun. When other aspiring film directors ask me advice I just tell them to watch any film by Rudy Ray Moore. They always return a puzzled look asking me why not watch the masters Woody Allen, Scorsese, Lucas, Capra? I laugh and include that you always want to know what not to do in cinematic story telling first."
14334,POSITIVE,NEGATIVE,0.999,"Or if you've seen the ""Evil Dead"" trilogy and/or ""Bubba Ho-Tep"", then you should know that his movies are total farces. With ""Man with the Screaming Brain"", he goes all out again. In this case, he plays smarmy American businessman William Cole visiting Bulgaria - when do we ever get to see that country? - when a woman kills him. So, strange scientist Ivan Ivanov (Stacy Keach) replaces half of Cole's brain with the brain of a former KGB agent, leaving him acting sort of like Steve Martin in ""All of Me"".<br /><br />Yes, the whole movie is pretty much an excuse for pure nonsense. Much of the real humor comes from ""Evil Dead"" director Sam Raimi's brother Ted as Ivanov's nearly brain-dead assistant Pavel. The two men have a relationship more like Laurel and Hardy or Gilligan and the Skipper.<br /><br />So just understand that this is a totally silly movie, and you won't be a bit disappointed. I liked it, anyway."
14343,POSITIVE,NEGATIVE,0.9813,This sitcom was a big crowd puller in the year 1984-1985.That was a time people could see deserted streets in most of the over crowded Indian cities whenever there were sitcom on Indian television screens. All this was the result of the setting up of television relay stations across the entire Indian nation. This was one of the essential elements of the modernization of Indian television network strategy adopted by the late Indian prime minister Indira Gandhi.It was also continued by her son Rajiv Gandhi. This series provided clean entertainment which a large majority of Indian television audience watched on their black and white television sets.A funny thing about this series is that it was sponsored by an indigenous company dealing in Ayurvedic products. A couple of days ago I caught sight of some episodes of this series but the overall laughter equation was missing. This goes on to prove that may be with the ever changing passage of time entertainment material lose their charm and hold over people's minds.
